geo,TIME_PERIOD,OBS_VALUE,pred_cost
SK,2006,3.0,3.0
SK,2006,3.0,3.3
SK,2006,3.3,4.0
SK,2007,4.0,4.0
SK,2007,4.0,4.2
SK,2007,4.2,3.7
SK,2008,3.7,3.9
SK,2008,3.7,3.9
SK,2008,4.0,0.4
SK,2009,0.4,0.4
SK,2009,0.4,0.8
SK,2009,0.4,1.9
SK,2010,1.9,1.9
SK,2010,1.9,1.8
SK,2010,1.8,3.1
SK,2011,3.1,3.1
SK,2011,3.1,3.3
SK,2011,3.3,1.9
SK,2012,1.9,1.9
SK,2012,1.9,1.9
SK,2012,2.0,0.7
SK,2013,0.7,0.7
SK,2013,0.7,0.7
SK,2013,0.7,0.6
SK,2014,0.6,0.6
SK,2014,0.6,0.6
SK,2014,0.7,0.9
SK,2015,0.9,0.9
SK,2015,0.9,0.9
SK,2015,0.9,0.8
SK,2016,0.8,1.0
SK,2016,0.8,1.0
SK,2016,1.1,2.5
SK,2017,2.5,2.5
SK,2017,2.5,2.3
SK,2017,2.6,2.0
SK,2018,2.9,3.8
SK,2018,2.9,3.5
SK,2018,2.9,2.1
SK,2019,1.8,1.8
SK,2019,1.8,1.8
SK,2019,2.0,1.7
SK,2020,1.4,2.3
SK,2020,1.4,2.3
SK,2020,1.4,3.1
SK,2021,6.3,3.4
SK,2021,6.3,2.8
SK,2021,6.5,2.8
SK,2022,12.1,6.5
SK,2022,12.1,6.8
SK,2022,12.4,8.4
SK,2023,3.3,2.3
SK,2023,3.3,2.5
