geo,TIME_PERIOD,OBS_VALUE,pred_cost
LV,2023,4.7,-0.35700000000000026
MK,2007,2.4,4.254013095238091
MK,2008,4.7,5.202999999999994
MK,2009,5.9,0.7240000000000011
MK,2010,-2.3,3.480999999999996
MK,2011,5.2,1.4679999999999993
MK,2012,1.7,2.0370000000000026
MK,2013,1.9,0.5690000000000004
MK,2014,-0.4,-0.6470000000000006
MK,2015,-1.6,-1.5550000000000026
MK,2016,-2.4,2.5569999999999986
MK,2017,5.0,3.844999999999996
MK,2018,6.0,4.612999999999997
MK,2019,2.6,2.1010000000000004
MK,2020,1.1,3.0060000000000042
MK,2021,13.1,7.797000000000006
MK,2022,23.7,25.346999999999994
MK,2023,9.4,-4.896000000000006
MT,2002,4.9,2.8650999999999995
MT,2003,2.3,1.0189999999999997
MT,2004,0.5,0.3981474747474744
MT,2005,1.4,2.0970000000000018
MT,2006,1.3,6.9319999999999915
MT,2007,10.4,8.433999999999992
MT,2008,2.4,1.4849999999999983
MT,2009,1.6,-0.2929999999999996
MT,2010,-2.4,1.5930000000000024
MT,2011,1.4,2.201000000000002
MT,2012,2.3,1.8179999999999996
MT,2013,1.5,2.3719999999999994
MT,2014,2.5,1.7079999999999977
MT,2015,1.1,1.922000000000001
MT,2016,2.3,1.8749999999999971
MT,2017,1.6,1.9012512066365022
MT,2018,1.2,3.0189999999999992
MT,2019,1.0,1.313646428571428
MT,2020,0.3,0.5190000000000002
MT,2021,12.5,25.607000000000003
MT,2022,19.1,24.782999999999994
MT,2023,-0.3,1.311
NL,2002,3.0,1.8330000000000013
NL,2003,1.3,1.9979999999999976
NL,2004,0.7,1.0105000000000015
NL,2005,1.4,2.788999999999999
NL,2006,3.1,3.4850000000000034
NL,2007,4.1,3.8690000000000038
NL,2008,4.6,1.4530000000000003
NL,2009,0.3,0.7211666666666662
NL,2010,0.4,1.330755555555557
NL,2011,1.9,2.1127571428571463
NL,2012,2.3,1.084000000000001
NL,2013,0.2,0.6469999999999994
NL,2014,0.8,1.3011071428571446
NL,2015,1.4,2.0269999999999975
NL,2016,1.6,2.0589999999999975
NL,2017,2.1,2.2890000000000006
NL,2018,2.6,1.3959999999999975
NL,2019,2.9,3.325
NL,2020,2.1,3.580905525846703
NL,2021,4.5,3.620000000000002
NL,2022,9.1,2.113
NL,2023,5.8,3.4180000000000006
NO,2002,3.3,2.812499999999998
NO,2003,3.2,2.7939999999999996
NO,2004,2.9,3.4162500000000007
NO,2005,3.5,3.774000000000005
NO,2006,3.8,5.924999999999998
NO,2007,7.3,5.384999999999998
NO,2008,5.7,2.510000000000003
NO,2009,2.4,2.7839999999999994
NO,2010,3.1,3.071
NO,2011,3.6,3.0550000000000006
NO,2012,3.1,3.1370000000000022
NO,2013,3.0,3.399000000000005
NO,2014,3.3,2.7799999999999994
NO,2015,2.5,2.559498009416064
NO,2016,2.9,3.896999999999997
NO,2017,2.4,3.037202438295278
NO,2018,3.2,2.9009999999999985
NO,2019,2.6,2.3132648357017924
NO,2020,2.4,3.1845782975194727
NO,2021,8.7,3.957999999999998
NO,2022,8.8,6.221999999999996
NO,2023,4.4,3.738999999999999
PL,2002,1.9,1.986
PL,2003,2.0,3.0228642857142853
PL,2004,3.2,2.6939999999999986
PL,2005,2.5,3.131571428571432
PL,2006,3.3,3.7819999999999947
PL,2007,4.2,3.933000000000001
PL,2008,4.0,1.4040000000000024
PL,2009,0.4,0.7882121089694621
PL,2010,1.8,2.6540000000000026
PL,2011,3.3,2.181000000000001
PL,2012,2.0,1.1260000000000014
PL,2013,0.7,0.8117333333333343
PL,2014,0.7,0.8703955155955163
PL,2015,0.9,1.0993059523809512
PL,2016,1.1,2.7989999999999986
PL,2017,2.6,2.345
PL,2018,2.9,4.092
PL,2019,2.0,3.7809999999999984
PL,2020,1.4,1.7400416666666667
PL,2021,6.5,5.085999999999999
PL,2022,12.4,18.098999999999993
PT,2002,2.8,1.4441666666666668
PT,2003,1.2,3.3640000000000008
PT,2004,4.1,3.088
PT,2005,2.0,2.8094444444444484
PT,2006,3.3,3.423999999999998
PT,2007,3.4,5.317000000000003
PT,2008,6.3,0.8209999999999995
PT,2009,-2.2,2.3869999999999965
PT,2010,1.6,1.2830000000000015
PT,2011,1.4,1.2639999999999985
PT,2012,0.6,1.0999999999999992
PT,2013,1.3,1.7040000000000008
PT,2014,0.7,1.7494999999999994
PT,2015,1.2,2.4219999999999957
PT,2016,1.2,1.924800000000003
PT,2017,1.9,2.5480000000000014
PT,2018,2.3,2.062999999999998
PT,2019,2.3,1.9370000000000003
PT,2020,2.1,2.2216309523809543
PT,2021,6.5,4.214999999999997
PT,2022,12.2,16.546
PT,2023,3.8,2.397999999999998
SE,1992,0.7,0.5280000000000001
SE,1993,0.5,1.8274775432900463
SE,1994,2.4,4.372999999999999
SE,1995,5.5,3.0770000000000004
SE,1996,3.6,2.542000000000002
SE,1997,2.4,2.7670000000000026
SE,1998,2.8,2.6180000000000003
SE,1999,2.5,3.515048717948718
SE,2000,4.0,3.877999999999999
SE,2001,4.5,3.945000000000004
SE,2002,3.3,3.6209999999999978
SE,2003,3.4,4.493000000000002
SE,2004,4.0,3.3835941295546563
SE,2005,3.8,4.855979020979021
SE,2006,5.0,5.473000000000006
SE,2007,6.1,5.706999999999994
SE,2008,4.9,2.877999999999998
SE,2009,1.9,2.3089999999999984
SE,2010,2.6,2.7779999999999996
SE,2011,3.0,2.6259999999999972
SE,2012,2.6,1.966099999999998
SE,2013,1.6,1.6032512066365028
SE,2014,0.9,1.8714888888888905
SE,2015,2.3,2.1419999999999972
SE,2016,2.1,2.4889999999999954
SE,2017,2.7,2.679999999999999
SE,2018,4.0,3.456000000000001
SE,2019,2.7,3.824000000000002
SE,2020,-0.1,0.4058222666222666
SE,2021,6.3,4.43
SE,2022,12.3,16.480999999999998
SE,2023,4.2,3.6239999999999974
SI,2000,8.3,7.951000000000011
SI,2001,11.1,4.924000000000006
SI,2002,3.3,4.695999999999995
SI,2003,5.9,6.083999999999999
SI,2004,7.7,4.728000000000006
SI,2005,4.6,5.476000000000004
SI,2006,6.1,5.163999999999994
SI,2007,6.9,5.965000000000007
SI,2008,6.6,0.15099999999999938
SI,2009,-3.1,4.3770000000000024
SI,2010,5.6,3.0779999999999963
SI,2011,4.7,0.11499999999999976
SI,2012,-1.2,-0.32200000000000023
SI,2013,-1.1,0.09300000000000003
SI,2014,-0.5,0.7829999999999996
SI,2015,0.6,-0.025999999999999912
SI,2016,-1.1,2.824999999999996
SI,2017,4.7,2.9030000000000014
SI,2018,2.7,2.170999999999999
SI,2019,3.1,2.2070000000000003
SI,2020,1.2,3.3820000000000023
SI,2021,10.7,7.035999999999998
SI,2022,14.4,17.18999999999999
SI,2023,7.3,2.2510000000000003
SK,2001,1.6,2.0
SK,2001,2.0,1.9000000000000035
SK,2002,1.9,1.9110000000000034
SK,2002,1.9,1.9000000000000035
SK,2002,1.9,1.6999999999999986
SK,2003,1.7,1.8484271747859982
SK,2003,1.7,1.8484271747859982
SK,2003,2.0,3.0
SK,2004,3.0,3.0
SK,2004,3.0,3.1909999999999945
SK,2004,3.2,2.5
SK,2005,2.5,2.559498009416064
SK,2005,2.5,2.559498009416064
SK,2005,2.5,3.0
SK,2006,3.0,3.0
SK,2006,3.0,3.300000000000006
SK,2006,3.3,4.0
SK,2007,4.0,3.998
SK,2007,4.0,4.199999999999992
SK,2007,4.2,3.699999999999993
SK,2008,3.7,3.851758153729319
SK,2008,3.7,3.851758153729319
SK,2008,4.0,0.39999999999999925
SK,2009,0.4,0.39999999999999925
SK,2009,0.4,0.7882121089694621
SK,2009,0.4,1.9000000000000035
SK,2010,1.9,1.9000000000000035
SK,2010,1.9,1.8000000000000016
SK,2010,1.8,3.1000000000000005
SK,2011,3.1,3.101000000000001
SK,2011,3.1,3.3080000000000056
SK,2011,3.3,1.9000000000000035
SK,2012,1.9,1.9481116877403641
SK,2012,1.9,1.9481116877403641
SK,2012,2.0,0.7000000000000013
SK,2013,0.7,0.7000000000000013
SK,2013,0.7,0.6854066267066269
SK,2013,0.7,0.5990000000000009
SK,2014,0.6,0.6474101173250554
SK,2014,0.6,0.6474101173250554
SK,2014,0.7,0.9000000000000008
SK,2015,0.9,0.9000000000000008
SK,2015,0.9,0.8849566877566876
SK,2015,0.9,0.7999999999999985
SK,2016,0.8,0.9538838544582355
SK,2016,0.8,0.9538838544582355
SK,2016,1.1,2.5
SK,2017,2.5,2.471
SK,2017,2.5,2.2689999999999997
SK,2017,2.6,2.0329642857142853
SK,2018,2.9,3.82
SK,2018,2.9,3.5412500000000016
SK,2018,2.9,2.1392500000000005
SK,2019,1.8,1.8145218525755278
SK,2019,1.8,1.8145218525755278
SK,2019,2.0,1.6562999999999997
SK,2020,1.4,2.2688000000000006
SK,2020,1.4,2.2688000000000006
SK,2020,1.4,3.102163636363639
SK,2021,6.3,3.358000000000002
SK,2021,6.3,2.7710000000000026
SK,2021,6.5,2.8280000000000016
SK,2022,12.1,6.496000000000004
SK,2022,12.1,6.757000000000005
SK,2022,12.4,8.369000000000002
SK,2023,3.3,2.349999999999998
SK,2023,3.3,2.462999999999998
