DATAFLOW,LAST UPDATE,freq,indic_bt,cpa2_1,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,MT,2017,103.9,p,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,MT,2018,105.1,p,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,MT,2019,106.2,p,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,MT,2020,106.6,p,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,MT,2021,119.9,p,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,MT,2022,149.7,p,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2000,74.5,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2001,77.7,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2002,80.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2003,81.2,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2004,81.7,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2005,82.8,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2006,85.5,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2007,88.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2008,93.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2009,93.3,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2010,93.6,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2011,95.4,p,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2012,97.6,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2013,97.8,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2014,98.7,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2015,100.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2016,101.6,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2017,103.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2018,106.5,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2019,109.5,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2020,111.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2021,116.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2022,127.5,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NL,2023,134.2,p,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2000,58.1,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2001,60.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2002,62.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2003,64.8,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2004,66.8,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2005,69.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2006,71.6,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2007,76.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2008,81.3,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2009,83.2,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2010,85.8,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2011,89.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2012,91.7,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2013,94.4,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2014,97.5,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2015,100.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2016,102.8,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2017,105.4,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2018,108.7,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2019,111.6,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2020,114.3,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2021,124.2,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2022,135.2,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,NO,2023,141.1,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2000,76.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2001,76.2,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2002,78.4,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2003,79.3,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2004,82.6,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2005,84.1,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2006,86.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2007,89.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2008,95.5,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2009,93.4,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2010,94.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2011,96.3,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2012,96.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2013,98.1,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2014,98.8,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2015,100.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2016,101.2,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2017,103.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2018,105.4,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2019,107.8,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2020,110.1,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2021,117.2,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2022,131.5,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,PT,2023,136.6,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2000,20.6,p,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2001,28.8,p,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2002,35.2,p,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2003,43.3,p,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2004,54.2,p,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2005,62.1,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2006,68.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2007,75.8,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2008,88.1,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2009,89.5,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2010,91.2,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2011,99.4,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2012,105.8,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2013,101.2,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2014,100.7,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2015,100.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2016,100.8,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2017,108.7,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2018,121.4,p,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2019,133.3,p,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2020,135.9,p,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2021,148.5,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2022,180.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,RO,2023,209.3,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,1990,45.4,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,1991,48.2,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,1992,48.6,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,1993,48.8,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,1994,50.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,1995,52.7,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,1996,54.6,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,1997,55.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,1998,57.5,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,1999,58.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2000,61.2,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2001,64.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2002,66.2,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2003,68.4,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2004,71.1,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2005,73.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2006,77.6,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2007,82.3,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2008,86.3,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2009,88.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2010,90.3,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2011,93.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2012,95.4,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2013,97.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2014,97.8,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2015,100.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2016,102.2,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2017,104.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2018,109.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2019,112.1,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2020,111.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2021,119.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2022,133.5,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SE,2023,139.1,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,1998,50.1,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,1999,53.2,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2000,57.7,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2001,64.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2002,66.1,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2003,70.1,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2004,75.4,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2005,78.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2006,83.7,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2007,89.5,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2008,95.4,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2009,92.4,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2010,97.7,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2011,102.1,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2012,100.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2013,99.8,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2014,99.3,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2015,100.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2016,98.8,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2017,103.5,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2018,106.3,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2019,109.6,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2020,111.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2021,122.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,SI,2022,140.6,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2000,14.7,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2001,23.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2002,31.3,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2003,38.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2004,43.5,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2005,47.3,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2006,54.8,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2007,59.4,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2008,67.6,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2009,64.8,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2010,68.5,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2011,77.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2012,81.2,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2013,85.4,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2014,94.4,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2015,100.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2016,112.8,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2017,128.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2018,161.4,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2019,190.3,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2020,214.8,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2021,302.2,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I15,TR,2022,603.3,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I21,AL,2002,83.2,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I21,AL,2003,85.4,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I21,AL,2004,88.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I21,AL,2005,89.2,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I21,AL,2006,90.2,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I21,AL,2007,92.5,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I21,AL,2008,93.6,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I21,AL,2009,93.6,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I21,AL,2010,93.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I21,AL,2011,94.4,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I21,AL,2012,95.0,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I21,AL,2013,95.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I21,AL,2014,96.2,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I21,AL,2015,96.4,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I21,AL,2016,96.5,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I21,AL,2017,97.1,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I21,AL,2018,97.7,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I21,AL,2019,97.9,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I21,AL,2020,98.1,,
ESTAT:STS_COPI_A(1.0),26/04/25 11:00:00,A,COST,CPA_F41001_X_410014,NSA,I21,AL,2021,100.0,,
