geo,TIME_PERIOD,OBS_VALUE,target_cost,prev_cost,var_perc,label_variation,rolling_mean_3,rolling_mean_5,rolling_std_3,pct_change_3,grew_last_year,slope_3
SK,2015,0.9,0.9,0.7,28.6,aumento,0.7,0.7,0.2,0.5,1,0.2
SK,2015,0.9,0.9,0.9,0.0,stabile,0.8,0.7,0.1,0.5,0,0.1
SK,2015,0.9,0.8,0.9,0.0,stabile,0.9,0.8,0.0,0.3,0,0.0
SK,2016,0.8,0.8,0.9,-11.1,stabile,0.9,0.8,0.1,-0.1,0,-0.0
SK,2016,0.8,1.1,0.8,0.0,stabile,0.8,0.9,0.1,-0.1,0,-0.0
SK,2016,1.1,2.5,0.8,37.5,aumento,0.9,0.9,0.2,0.2,1,0.2
SK,2017,2.5,2.5,1.1,127.3,aumento,1.5,1.2,0.9,2.1,1,0.9
SK,2017,2.5,2.6,2.5,0.0,stabile,2.0,1.5,0.8,2.1,0,0.7
SK,2017,2.6,2.9,2.5,4.0,stabile,2.5,1.9,0.1,1.4,1,0.1
SK,2018,2.9,2.9,2.6,11.5,stabile,2.7,2.3,0.2,0.2,1,0.2
SK,2018,2.9,2.9,2.9,0.0,stabile,2.8,2.7,0.2,0.2,0,0.2
SK,2018,2.9,1.8,2.9,0.0,stabile,2.9,2.8,0.0,0.1,0,0.0
SK,2019,1.8,1.8,2.9,-37.9,diminuzione,2.5,2.6,0.6,-0.4,0,-0.5
SK,2019,1.8,2.0,1.8,0.0,stabile,2.2,2.5,0.6,-0.4,0,-0.5
SK,2019,2.0,1.4,1.8,11.1,stabile,1.9,2.3,0.1,-0.3,1,0.1
SK,2020,1.4,1.4,2.0,-30.0,diminuzione,1.7,2.0,0.3,-0.2,0,-0.2
SK,2020,1.4,1.4,1.4,0.0,stabile,1.6,1.7,0.3,-0.2,0,-0.3
SK,2020,1.4,6.3,1.4,0.0,stabile,1.4,1.6,0.0,-0.3,0,0.0
SK,2021,6.3,6.3,1.4,350.0,aumento,3.0,2.5,2.8,3.5,1,2.5
SK,2021,6.3,6.5,6.3,0.0,stabile,4.7,3.4,2.8,3.5,0,2.4
SK,2021,6.5,12.1,6.3,3.2,stabile,6.4,4.4,0.1,3.6,1,0.1
SK,2022,12.1,12.1,6.5,86.2,aumento,8.3,6.5,3.3,0.9,1,2.9
SK,2022,12.1,12.4,12.1,0.0,stabile,10.2,8.7,3.2,0.9,0,2.8
SK,2022,12.4,3.3,12.1,2.5,stabile,12.2,9.9,0.2,0.9,1,0.1
SK,2023,3.3,3.3,12.4,-73.4,diminuzione,9.3,9.3,5.2,-0.7,0,-4.4
SK,2023,3.3,3.6,3.3,0.0,stabile,6.3,8.6,5.3,-0.7,0,-4.6
